X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3
-86.04051873,34.04567266,28,Alabama,US,2021/03/31 22:29:57+00,34.04567266,-86.04051873,13647,,343,,Etowah,01055,"Etowah, Alabama, US",13344.3501388509,,,84001055,USA
-87.73886638,33.72076938,29,Alabama,US,2021/03/31 22:29:57+00,33.72076938,-87.73886638,2063,,59,,Fayette,01057,"Fayette, Alabama, US",12654.8889706784,,,84001057,USA
-87.84289505,34.4423533400001,30,Alabama,US,2021/03/31 22:29:57+00,34.44235334,-87.84289505,4185,,82,,Franklin,01059,"Franklin, Alabama, US",13344.1744786685,,,84001059,USA
-85.83572839,31.09389027,31,Alabama,US,2021/03/31 22:29:57+00,31.09389027,-85.83572839,2446,,74,,Geneva,01061,"Geneva, Alabama, US",9310.64672071866,,,84001061,USA
-87.9568402199999,32.8550424700001,32,Alabama,US,2021/03/31 22:29:57+00,32.85504247,-87.95684022,904,,34,,Greene,01063,"Greene, Alabama, US",11145.3581555912,,,84001063,USA
-87.63284988,32.76039258,33,Alabama,US,2021/03/31 22:29:57+00,32.76039258,-87.63284988,2162,,73,,Hale,01065,"Hale, Alabama, US",14756.671899529,,,84001065,USA
-85.24267944,31.5114801600001,34,Alabama,US,2021/03/31 22:29:57+00,31.51148016,-85.24267944,1867,,42,,Henry,01067,"Henry, Alabama, US",10851.4966579483,,,84001067,USA
-85.2993959899999,31.1519792400001,35,Alabama,US,2021/03/31 22:29:57+00,31.15197924,-85.29939599,10332,,272,,Houston,01069,"Houston, Alabama, US",9758.03252677509,,,84001069,USA
-85.99750489,34.7814416900001,36,Alabama,US,2021/03/31 22:29:57+00,34.78144169,-85.99750489,6724,,106,,Jackson,01071,"Jackson, Alabama, US",13024.4450470693,,,84001071,USA
-86.8950629999999,33.55554728,37,Alabama,US,2021/03/31 22:29:57+00,33.55554728,-86.895063,74710,,1464,,Jefferson,01073,"Jefferson, Alabama, US",11344.2245582494,,,84001073,USA
-88.09668032,33.7799502400001,38,Alabama,US,2021/03/31 22:29:57+00,33.77995024,-88.09668032,1384,,33,,Lamar,01075,"Lamar, Alabama, US",10025.3531329229,,,84001075,USA
-87.65624729,34.90171875,39,Alabama,US,2021/03/31 22:29:57+00,34.90171875,-87.65624729,9140,,219,,Lauderdale,01077,"Lauderdale, Alabama, US",9856.67914029052,,,84001077,USA
-87.31069453,34.5204149800001,40,Alabama,US,2021/03/31 22:29:57+00,34.52041498,-87.31069453,2926,,94,,Lawrence,01079,"Lawrence, Alabama, US",8887.13400558863,,,84001079,USA
-85.3513224599999,32.6015488300001,41,Alabama,US,2021/03/31 22:29:57+00,32.60154883,-85.35132246,15417,,166,,Lee,01081,"Lee, Alabama, US",9369.64422457488,,,84001081,USA
-86.98310072,34.81185586,42,Alabama,US,2021/03/31 22:29:57+00,34.81185586,-86.98310072,9744,,145,,Limestone,01083,"Limestone, Alabama, US",9850.88207046454,,,84001083,USA
-86.65158371,32.1597283,43,Alabama,US,2021/03/31 22:29:57+00,32.1597283,-86.65158371,1362,,53,,Lowndes,01085,"Lowndes, Alabama, US",14003.7014188772,,,84001085,USA
-85.69267724,32.38759944,44,Alabama,US,2021/03/31 22:29:57+00,32.38759944,-85.69267724,1537,,47,,Macon,01087,"Macon, Alabama, US",8506.75226920522,,,84001087,USA
-86.5506963299999,34.7632713300001,45,Alabama,US,2021/03/31 22:29:57+00,34.76327133,-86.55069633,33533,,489,,Madison,01089,"Madison, Alabama, US",8992.27425457685,,,84001089,USA
-87.78796182,32.2476763400001,46,Alabama,US,2021/03/31 22:29:57+00,32.24767634,-87.78796182,2495,,58,,Marengo,01091,"Marengo, Alabama, US",13226.9522345332,,,84001091,USA
-87.88704173,34.1369736300001,47,Alabama,US,2021/03/31 22:29:57+00,34.13697363,-87.88704173,3062,,99,,Marion,01093,"Marion, Alabama, US",10306.641085193,,,84001093,USA
-86.30486727,34.36975964,48,Alabama,US,2021/03/31 22:29:57+00,34.36975964,-86.30486727,11854,,217,,Marshall,01095,"Marshall, Alabama, US",12249.157831649,,,84001095,USA
-88.2084240899999,30.7847234700001,49,Alabama,US,2021/03/31 22:29:57+00,30.78472347,-88.20842409,37492,,792,,Mobile,01097,"Mobile, Alabama, US",9073.35253261054,,,84001097,USA
-87.36995001,31.56729412,50,Alabama,US,2021/03/31 22:29:57+00,31.56729412,-87.36995001,1704,,39,,Monroe,01099,"Monroe, Alabama, US",8218.78165243814,,,84001099,USA
-86.20969272,32.2206831,51,Alabama,US,2021/03/31 22:29:57+00,32.2206831,-86.20969272,23743,,552,,Montgomery,01101,"Montgomery, Alabama, US",10483.2086751499,,,84001101,USA
-86.85475946,34.4550058900001,52,Alabama,US,2021/03/31 22:29:57+00,34.45500589,-86.85475946,14131,,263,,Morgan,01103,"Morgan, Alabama, US",11807.4181769567,,,84001103,USA
-87.29770589,32.6404834100001,54,Alabama,US,2021/03/31 22:29:57+00,32.64048341,-87.29770589,1079,,27,,Perry,01105,"Perry, Alabama, US",12092.3456236692,,,84001105,USA
-88.08818103,33.28094866,55,Alabama,US,2021/03/31 22:29:57+00,33.28094866,-88.08818103,2323,,57,,Pickens,01107,"Pickens, Alabama, US",11655.7952834922,,,84001107,USA
-85.9408295,31.80396383,56,Alabama,US,2021/03/31 22:29:57+00,31.80396383,-85.9408295,3042,,74,,Pike,01109,"Pike, Alabama, US",9186.4468200761,,,84001109,USA
-85.45708831,33.2952673400001,57,Alabama,US,2021/03/31 22:29:57+00,33.29526734,-85.45708831,1752,,41,,Randolph,01111,"Randolph, Alabama, US",7710.58885661474,,,84001111,USA
-85.1841532399999,32.2872525600001,58,Alabama,US,2021/03/31 22:29:57+00,32.28725256,-85.18415324,4230,,36,,Russell,01113,"Russell, Alabama, US",7298.01073135384,,,84001113,USA
-86.66232561,33.2687984500001,59,Alabama,US,2021/03/31 22:29:57+00,33.26879845,-86.66232561,23048,,232,,Shelby,01117,"Shelby, Alabama, US",10586.9491323001,,,84001117,USA
-86.3102937199999,33.71902176,60,Alabama,US,2021/03/31 22:29:57+00,33.71902176,-86.31029372,9350,,232,,St. Clair,01115,"St. Clair, Alabama, US",10445.5268567343,,,84001115,USA
-88.19916205,32.5911739700001,61,Alabama,US,2021/03/31 22:29:57+00,32.59117397,-88.19916205,1024,,32,,Sumter,01119,"Sumter, Alabama, US",8240.1223143156,,,84001119,USA
-86.16886178,33.37823223,62,Alabama,US,2021/03/31 22:29:57+00,33.37823223,-86.16886178,7987,,167,,Talladega,01121,"Talladega, Alabama, US",9986.49628647878,,,84001121,USA
-85.79833053,32.8669825800001,63,Alabama,US,2021/03/31 22:29:57+00,32.86698258,-85.79833053,3847,,144,,Tallapoosa,01123,"Tallapoosa, Alabama, US",9530.06168404885,,,84001123,USA
-87.5255681799999,33.2872607200001,64,Alabama,US,2021/03/31 22:29:57+00,33.28726072,-87.52556818,25059,,434,,Tuscaloosa,01125,"Tuscaloosa, Alabama, US",11969.6209787204,,,84001125,USA
-87.3002717699999,33.80270512,66,Alabama,US,2021/03/31 22:29:57+00,33.80270512,-87.30027177,7058,,274,,Walker,01127,"Walker, Alabama, US",11111.2860313912,,,84001127,USA
-88.20689944,31.4092794000001,67,Alabama,US,2021/03/31 22:29:57+00,31.4092794,-88.20689944,1639,,38,,Washington,01129,"Washington, Alabama, US",10039.2012740414,,,84001129,USA
-87.3089111799999,31.9877321500001,68,Alabama,US,2021/03/31 22:29:57+00,31.98773215,-87.30891118,1244,,26,,Wilcox,01131,"Wilcox, Alabama, US",11992.6732864167,,,84001131,USA
-87.37325922,34.15030532,69,Alabama,US,2021/03/31 22:29:57+00,34.15030532,-87.37325922,2717,,71,,Winston,01133,"Winston, Alabama, US",11498.5822506242,,,84001133,USA
-161.9722021,55.3222241400001,70,Alaska,US,2021/03/31 22:29:57+00,55.32222414,-161.9722021,364,,2,,Aleutians East,02013,"Aleutians East, Alaska, US",1708.12106682649,,,84002013,USA
-174.1596,52.3233000000001,71,Alaska,US,2021/03/31 22:29:57+00,52.3233,-174.1596,652,,0,,Aleutians West,02016,"Aleutians West, Alaska, US",3123.89066382677,,,84002016,USA
-149.1426986,61.14998174,72,Alaska,US,2021/03/31 22:29:57+00,61.14998174,-149.1426986,28397,,165,,Anchorage,02020,"Anchorage, Alaska, US",9690.27777777778,,,84002020,USA
-159.8561831,60.9098045100001,73,Alaska,US,2021/03/31 22:29:57+00,60.90980451,-159.8561831,3757,,20,,Bethel,02050,"Bethel, Alaska, US",20434.0258892636,,,84002050,USA
-156.2140589,58.6240333700001,75,Alaska,US,2021/03/31 22:29:57+00,58.62403337,-156.2140589,185,,0,,Bristol Bay plus Lake and Peninsula,02164,"Bristol Bay plus Lake and Peninsula, Alaska, US",2960.19900497512,,,84002164,USA
-150.0076108,63.6726404400001,76,Alaska,US,2021/03/31 22:29:57+00,63.67264044,-150.0076108,84,,0,,Denali,02068,"Denali, Alaska, US",4005.72246065808,,,84002068,USA
-158.2381942,59.79603738,77,Alaska,US,2021/03/31 22:29:57+00,59.79603738,-158.2381942,208,,1,,Dillingham,02070,"Dillingham, Alaska, US",3763.22213181448,,,84002070,USA
-146.5692662,64.8072624700001,78,Alaska,US,2021/03/31 22:29:57+00,64.80726247,-146.5692662,6640,,32,,Fairbanks North Star,02090,"Fairbanks North Star, Alaska, US",6765.17052318558,,,84002090,USA
-135.4679843,59.09893571,79,Alaska,US,2021/03/31 22:29:57+00,59.09893571,-135.4679843,29,,0,,Haines,02100,"Haines, Alaska, US",869.565217391304,,,84002100,USA
-134.200436,58.4503181100001,80,Alaska,US,2021/03/31 22:29:57+00,58.45031811,-134.200436,1294,,5,,Juneau,02110,"Juneau, Alaska, US",3709.26377681867,,,84002110,USA
-151.5388884,60.2442972200001,81,Alaska,US,2021/03/31 22:29:57+00,60.24429722,-151.5388884,4142,,22,,Kenai Peninsula,02122,"Kenai Peninsula, Alaska, US",6717.99414049193,,,84002122,USA
-130.975561,55.5744500800001,82,Alaska,US,2021/03/31 22:29:57+00,55.57445008,-130.975561,367,,2,,Ketchikan Gateway,02130,"Ketchikan Gateway, Alaska, US",2640.09783468815,,,84002130,USA
-153.7493579,57.65529415,83,Alaska,US,2021/03/31 22:29:57+00,57.65529415,-153.7493579,1076,,5,,Kodiak Island,02150,"Kodiak Island, Alaska, US",7831.97414986921,,,84002150,USA
-163.3967883,62.1542916000001,84,Alaska,US,2021/03/31 22:29:57+00,62.1542916,-163.3967883,1220,,3,,Kusilvak,02158,"Kusilvak, Alaska, US",14674.0437815732,,,84002158,USA
-149.5741743,62.31305045,85,Alaska,US,2021/03/31 22:29:57+00,62.31305045,-149.5741743,9941,,37,,Matanuska-Susitna,02170,"Matanuska-Susitna, Alaska, US",9177.69140578118,,,84002170,USA
-164.0353804,64.90320724,86,Alaska,US,2021/03/31 22:29:57+00,64.90320724,-164.0353804,331,,0,,Nome,02180,"Nome, Alaska, US",3308.67652938824,,,84002180,USA
-153.4836093,69.3147921600001,87,Alaska,US,2021/03/31 22:29:57+00,69.31479216,-153.4836093,1050,,4,,North Slope,02185,"North Slope, Alaska, US",9967.45321399512,,,84002185,USA
-159.7503946,67.04919196,88,Alaska,US,2021/03/31 22:29:57+00,67.04919196,-159.7503946,571,,2,,Northwest Arctic,02188,"Northwest Arctic, Alaska, US",7492.45505839129,,,84002188,USA
-132.9540995,57.13978948,89,Alaska,US,2021/03/31 22:29:57+00,57.13978948,-132.9540995,152,,1,,Petersburg,02195,"Petersburg, Alaska, US",4654.01102265769,,,84002195,USA
-133.0511621,55.7626198400001,90,Alaska,US,2021/03/31 22:29:57+00,55.76261984,-133.0511621,84,,1,,Prince of Wales-Hyder,02198,"Prince of Wales-Hyder, Alaska, US",1354.18345961631,,,84002198,USA
-135.3206587,57.24124555,91,Alaska,US,2021/03/31 22:29:57+00,57.24124555,-135.3206587,313,,0,,Sitka,02220,"Sitka, Alaska, US",3685.3879665607,,,84002220,USA
-135.3337748,59.56149996,92,Alaska,US,2021/03/31 22:29:57+00,59.56149996,-135.3337748,20,,0,,Skagway,02230,"Skagway, Alaska, US",1690.61707523246,,,84002230,USA
-143.2127643,63.8769209500001,93,Alaska,US,2021/03/31 22:29:57+00,63.87692095,-143.2127643,612,,3,,Southeast Fairbanks,02240,"Southeast Fairbanks, Alaska, US",7935.58682721602,,,84002240,USA
,,94,Alaska,US,2021/03/31 22:29:57+00,,,10,,0,,Unassigned,90002,"Unassigned, Alaska, US",,,,84090002,USA
-144.7126799,61.47502768,95,Alaska,US,2021/02/14 23:24:19+00,61.47502768,-144.7126799,458,,3,,Valdez-Cordova,02261,"Valdez-Cordova, Alaska, US",4977.17887415779,,,84002261,USA
-132.0583731,56.3202004,96,Alaska,US,2021/03/31 22:29:57+00,56.3202004,-132.0583731,33,,0,,Wrangell,02275,"Wrangell, Alaska, US",1119.10471622702,,,84002275,USA
-140.3601451,59.8909808000001,97,Alaska,US,2021/03/31 22:29:57+00,59.8909808,-140.3601451,72,,1,,Yakutat,02282,"Yakutat, Alaska, US",10362.6943005181,,,84002282,USA
-151.3907387,65.5081545900001,98,Alaska,US,2021/03/31 22:29:57+00,65.50815459,-151.3907387,347,,4,,Yukon-Koyukuk,02290,"Yukon-Koyukuk, Alaska, US",6634.79923518164,,,84002290,USA
-109.4892383,35.3946500600001,99,Arizona,US,2021/03/31 22:29:57+00,35.39465006,-109.4892383,10959,,413,,Apache,04001,"Apache, Arizona, US",15244.759135866,,,84004001,USA
-109.7516088,31.87934684,100,Arizona,US,2021/03/31 22:29:57+00,31.87934684,-109.7516088,11600,,280,,Cochise,04003,"Cochise, Arizona, US",9212.05190514763,,,84004003,USA
-111.7707178,35.8388342900001,101,Arizona,US,2021/03/31 22:29:57+00,35.83883429,-111.7707178,17076,,324,,Coconino,04005,"Coconino, Arizona, US",11901.6420864814,,,84004005,USA
-110.8132779,33.80190085,102,Arizona,US,2021/03/31 22:29:57+00,33.80190085,-110.8132779,6546,,219,,Gila,04007,"Gila, Arizona, US",12118.1828279462,,,84004007,USA
-109.8882178,32.9316688500001,103,Arizona,US,2021/03/31 22:29:57+00,32.93166885,-109.8882178,5365,,76,,Graham,04009,"Graham, Arizona, US",13814.1463037825,,,84004009,USA
-109.2405279,33.21498827,104,Arizona,US,2021/03/31 22:29:57+00,33.21498827,-109.2405279,563,,10,,Greenlee,04011,"Greenlee, Arizona, US",5927.56369762055,,,84004011,USA
-113.9810029,33.72854224,105,Arizona,US,2021/03/31 22:29:57+00,33.72854224,-113.9810029,2443,,77,,La Paz,04012,"La Paz, Arizona, US",11573.8108773925,,,84004012,USA
-112.4918154,33.34835867,106,Arizona,US,2021/03/31 22:29:57+00,33.34835867,-112.4918154,524386,,9673,,Maricopa,04013,"Maricopa, Arizona, US",11690.9163791793,,,84004013,USA
-113.7577902,35.70471703,107,Arizona,US,2021/03/31 22:29:57+00,35.70471703,-113.7577902,22122,,687,,Mohave,04015,"Mohave, Arizona, US",10426.0042133839,,,84004015,USA
-110.3218983,35.3997715,108,Arizona,US,2021/03/31 22:29:57+00,35.3997715,-110.3218983,15703,,521,,Navajo,04017,"Navajo, Arizona, US",14156.5396127078,,,84004017,USA
-111.7890033,32.0971334000001,110,Arizona,US,2021/03/31 22:29:57+00,32.0971334,-111.7890033,112677,,2351,,Pima,04019,"Pima, Arizona, US",10759.0240995952,,,84004019,USA
-111.3449483,32.9052562700001,111,Arizona,US,2021/03/31 22:29:57+00,32.90525627,-111.3449483,49475,,852,,Pinal,04021,"Pinal, Arizona, US",10690.6171062839,,,84004021,USA
-110.8479088,31.5250899800001,112,Arizona,US,2021/03/31 22:29:57+00,31.52508998,-110.8479088,7818,,173,,Santa Cruz,04023,"Santa Cruz, Arizona, US",16813.626392533,,,84004023,USA
-112.5538588,34.5993392600001,114,Arizona,US,2021/03/31 22:29:57+00,34.59933926,-112.5538588,18327,,489,,Yavapai,04025,"Yavapai, Arizona, US",7795.43936809599,,,84004025,USA
-113.9066674,32.76895712,115,Arizona,US,2021/03/31 22:29:57+00,32.76895712,-113.9066674,36751,,822,,Yuma,04027,"Yuma, Arizona, US",17190.4746312919,,,84004027,USA
-91.37277296,34.2914515100001,116,Arkansas,US,2021/03/31 22:29:57+00,34.29145151,-91.37277296,2076,,36,,Arkansas,05001,"Arkansas, Arkansas, US",11872.3550268786,,,84005001,USA
-91.7698470999999,33.1915346100001,117,Arkansas,US,2021/03/31 22:29:57+00,33.19153461,-91.7698471,1901,,33,,Ashley,05003,"Ashley, Arkansas, US",9670.85516609859,,,84005003,USA
-92.3378287199999,36.2878438500001,118,Arkansas,US,2021/03/31 22:29:57+00,36.28784385,-92.33782872,3070,,100,,Baxter,05005,"Baxter, Arkansas, US",7321.37746828198,,,84005005,USA
-94.2568081699999,36.3364465600001,119,Arkansas,US,2021/03/31 22:29:57+00,36.33644656,-94.25680817,28151,,406,,Benton,05007,"Benton, Arkansas, US",10084.8675042362,,,84005007,USA
-93.09374925,36.3084504,120,Arkansas,US,2021/03/31 22:29:57+00,36.3084504,-93.09374925,3742,,79,,Boone,05009,"Boone, Arkansas, US",9996.79418679205,,,84005009,USA
-92.15980837,33.4675580800001,121,Arkansas,US,2021/03/31 22:29:57+00,33.46755808,-92.15980837,1356,,32,,Bradley,05011,"Bradley, Arkansas, US",12598.7178296014,,,84005011,USA
-92.49974403,33.5559879200001,122,Arkansas,US,2021/03/31 22:29:57+00,33.55598792,-92.49974403,409,,3,,Calhoun,05013,"Calhoun, Arkansas, US",7882.05820003854,,,84005013,USA
-93.5427026099999,36.3403856,123,Arkansas,US,2021/03/31 22:29:57+00,36.3403856,-93.54270261,2749,,44,,Carroll,05015,"Carroll, Arkansas, US",9686.39887244538,,,84005015,USA
-91.29539209,33.2645897300001,124,Arkansas,US,2021/03/31 22:29:57+00,33.26458973,-91.29539209,1610,,39,,Chicot,05017,"Chicot, Arkansas, US",15912.2356196877,,,84005017,USA
-93.17484713,34.0461343200001,125,Arkansas,US,2021/03/31 22:29:57+00,34.04613432,-93.17484713,2081,,40,,Clark,05019,"Clark, Arkansas, US",9323.47670250896,,,84005019,USA
-90.4148172,36.3682621200001,126,Arkansas,US,2021/03/31 22:29:57+00,36.36826212,-90.4148172,1723,,50,,Clay,05021,"Clay, Arkansas, US",11841.1105765927,,,84005021,USA
-92.0264001899999,35.53864922,127,Arkansas,US,2021/03/31 22:29:57+00,35.53864922,-92.02640019,1945,,72,,Cleburne,05023,"Cleburne, Arkansas, US",7805.28913680324,,,84005023,USA
-92.1853704499999,33.89723187,128,Arkansas,US,2021/03/31 22:29:57+00,33.89723187,-92.18537045,938,,25,,Cleveland,05025,"Cleveland, Arkansas, US",11789.8441427853,,,84005025,USA
-93.2264279299999,33.2123070100001,129,Arkansas,US,2021/03/31 22:29:57+00,33.21230701,-93.22642793,2321,,55,,Columbia,05027,"Columbia, Arkansas, US",9894.70094214947,,,84005027,USA
-92.7050656599999,35.26205537,130,Arkansas,US,2021/03/31 22:29:57+00,35.26205537,-92.70506566,2189,,32,,Conway,05029,"Conway, Arkansas, US",10500.8155041735,,,84005029,USA
-90.63235729,35.8301828300001,131,Arkansas,US,2021/03/31 22:29:57+00,35.83018283,-90.63235729,13081,,174,,Craighead,05031,"Craighead, Arkansas, US",11856.0345140123,,,84005031,USA
-94.2446814,35.5892860100001,132,Arkansas,US,2021/03/31 22:29:57+00,35.58928601,-94.2446814,6978,,115,,Crawford,05033,"Crawford, Arkansas, US",11031.1902240068,,,84005033,USA
-90.30839406,35.2124731800001,133,Arkansas,US,2021/03/31 22:29:57+00,35.21247318,-90.30839406,5869,,95,,Crittenden,05035,"Crittenden, Arkansas, US",12238.5569805026,,,84005035,USA
-90.77185818,35.2963139600001,134,Arkansas,US,2021/03/31 22:29:57+00,35.29631396,-90.77185818,1919,,49,,Cross,05037,"Cross, Arkansas, US",11687.6789085815,,,84005037,USA
-92.65167437,33.9704276300001,135,Arkansas,US,2021/03/31 22:29:57+00,33.97042763,-92.65167437,756,,15,,Dallas,05039,"Dallas, Arkansas, US",10786.132115851,,,84005039,USA
-91.25500948,33.8301102500001,136,Arkansas,US,2021/03/31 22:29:57+00,33.83011025,-91.25500948,1356,,24,,Desha,05041,"Desha, Arkansas, US",11935.5690520201,,,84005041,USA
-91.7177792099999,33.5903500100001,137,Arkansas,US,2021/03/31 22:29:57+00,33.59035001,-91.71777921,1984,,39,,Drew,05043,"Drew, Arkansas, US",10889.7305011252,,,84005043,USA
-92.33717519,35.1471900700001,138,Arkansas,US,2021/03/31 22:29:57+00,35.14719007,-92.33717519,12195,,157,,Faulkner,05045,"Faulkner, Arkansas, US",9678.0337600292,,,84005045,USA
-93.89299569,35.51202821,139,Arkansas,US,2021/03/31 22:29:57+00,35.51202821,-93.89299569,1676,,39,,Franklin,05047,"Franklin, Arkansas, US",9460.9088343212,,,84005047,USA
-91.8172912699999,36.3817710500001,140,Arkansas,US,2021/03/31 22:29:57+00,36.38177105,-91.81729127,1100,,47,,Fulton,05049,"Fulton, Arkansas, US",8816.22184820069,,,84005049,USA
-93.1492160399999,34.57692074,141,Arkansas,US,2021/03/31 22:29:57+00,34.57692074,-93.14921604,10030,,255,,Garland,05051,"Garland, Arkansas, US",10091.964663031,,,84005051,USA
-92.42320562,34.2901799100001,142,Arkansas,US,2021/03/31 22:29:57+00,34.29017991,-92.42320562,1635,,32,,Grant,05053,"Grant, Arkansas, US",8951.5466739666,,,84005053,USA
-90.5583266799999,36.1173546000001,143,Arkansas,US,2021/03/31 22:29:57+00,36.1173546,-90.55832668,6009,,75,,Greene,05055,"Greene, Arkansas, US",13257.584114727,,,84005055,USA
-93.66935133,33.7332558300001,144,Arkansas,US,2021/03/31 22:29:57+00,33.73325583,-93.66935133,1980,,19,,Hempstead,05057,"Hempstead, Arkansas, US",9195.61582760542,,,84005057,USA
-92.95396325,34.3170925900001,145,Arkansas,US,2021/03/31 22:29:57+00,34.31709259,-92.95396325,4998,,70,,Hot Spring,05059,"Hot Spring, Arkansas, US",14799.6801989873,,,84005059,USA
-93.9934871,34.0900742700001,146,Arkansas,US,2021/03/31 22:29:57+00,34.09007427,-93.9934871,1641,,24,,Howard,05061,"Howard, Arkansas, US",12429.9348583548,,,84005061,USA
